,index,dataset,start_age,end_age,sex,tissue,subtissue,cell_ontology_class,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
17164,46,facs,3m,18m,female,Liver,,,Cd22,13.612482070922852,6.117792494819696e-09,7.663571886951104e-05,0.00026664804317988455,5.963133258941232e-06
98731,12,facs,3m,24m,male,Liver,Hepatocytes,,Fcna,13.61082935333252,3.505960322058854e-08,0.0004386188229545951,0.001032239873893559,3.6633325596246546e-07
17165,47,facs,3m,18m,female,Liver,,,H2-Eb1,13.6051607131958,1.9697824882314308e-07,0.0024546068161726,0.004945149179548025,5.654024413022542e-25
36965,12,facs,18m,24m,male,BAT,,,Fxyd3,13.581936836242676,3.412568450045228e-09,4.185806028544903e-05,0.000161698495503515,2.056547307863057e-08
17166,48,facs,3m,18m,female,Liver,,,Batf,13.563216209411621,4.026885047636597e-09,4.875420199823566e-05,0.0001643302821321413,1.8806151750346944e-06
17167,49,facs,3m,18m,female,Liver,,,Cd3g,13.562248229980469,2.9317758887259515e-08,0.00035464114625938237,0.000855686201248318,2.512569584148299e-16
89163,8,facs,3m,24m,male,Brain_Non-Myeloid,Cortex,oligodendrocyte,Man2b1,-13.559788703918457,3.759051105589606e-05,3.1119700150128438e-09,9.843570296652615e-05,1.1007193347715961e-10
17168,50,facs,3m,18m,female,Liver,,,Rgs1,13.545544624328613,1.9009249285772967e-08,0.0002273018326377496,0.0007122334209270775,3.085316741103895e-08
89690,0,facs,3m,18m,male,Large_Intestine,Distal,,Rps4y2,-13.5429105758667,2.7782743927673437e-05,2.326838721700142e-09,7.084436947479844e-05,9.073220850281384e-18
101691,9,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Hdlbp,-13.535155296325684,4.80735870951321e-05,4.048662738398434e-09,0.0001034164524753578,3.736663043848585e-13
62280,10,droplet,3m,18m,female,,,,Resp18,13.531989097595215,8.17323009272286e-09,9.682367090135813e-05,0.0006412991206161678,3.671416430988901e-99
53046,13,droplet,24m,30m,male,Kidney,,,BC024386,13.526520729064941,4.929624264349286e-09,5.818223507958464e-05,0.0001370053505524993,5.145221003946792e-168
69671,15,droplet,24m,30m,male,,,,Slc7a9,13.524215698242188,7.658669254340111e-10,9.034714821609668e-06,5.766086542280391e-05,3.03934840067302e-13
64105,6,droplet,3m,21m,female,,,,Gcg,13.5137939453125,8.049083533023804e-08,0.0009414756787009537,0.014665466733276844,1.4251268197411239e-28
17169,51,facs,3m,18m,female,Liver,,,Ctla2b,13.50621223449707,5.378640643982635e-09,6.259335350478068e-05,0.0001875731977634132,3.708667844083189e-09
17170,52,facs,3m,18m,female,Liver,,,Ccl5,13.496369361877441,1.4315186547264602e-07,0.0016542916418984532,0.004797337576746941,3.184080827593078e-10
53047,14,droplet,24m,30m,male,Kidney,,,Pah,13.480583190917969,3.193762410091949e-08,0.0003650700091384351,0.0004638656973838806,0.0
17171,53,facs,3m,18m,female,Liver,,,Lat,13.476502418518066,1.979682373587366e-08,0.00022565698600374162,0.0006527381483465433,2.819809286052529e-10
17172,54,facs,3m,18m,female,Liver,,,Tspan32,13.475040435791016,8.407369911367368e-09,9.574216528562829e-05,0.0003080079623032361,1.3941578773886309e-07
17173,55,facs,3m,18m,female,Liver,,,Evi2b,13.469592094421387,1.0491590707317755e-08,0.00011902386177098379,0.00034274865174666047,2.351384551913948e-10
62281,11,droplet,3m,18m,female,,,,Chga,13.46834659576416,4.400881437049975e-08,0.0004987991414964199,0.002932274714112282,2.1983113391908203e-133
11165,15,droplet,3m,24m,male,Kidney,,,Tmem30b,-13.4569673538208,3.419075073907152e-05,3.0395892469670116e-09,0.00010598398512229323,3.0749280778009108e-21
96068,10,facs,3m,24m,male,BAT,Fat,myeloid cell,Abpg,13.435722351074219,1.832535012624703e-08,0.00020306331862229854,0.0004839695757254958,2.205474234643979e-11
98732,13,facs,3m,24m,male,Liver,Hepatocytes,,Emr1,13.433075904846191,3.270131188060077e-08,0.0003616905305534601,0.0008938782848417759,3.649455368607526e-06
17174,56,facs,3m,18m,female,Liver,,,Snx20,13.4330415725708,1.1149914769248426e-08,0.00012332720507401973,0.0002955119707621634,1.7016437146443166e-16
17175,57,facs,3m,18m,female,Liver,,,Acap1,13.427957534790039,1.3993095571152026e-08,0.0001542278187116608,0.00042088236659765244,5.9051670403511796e-12
64106,7,droplet,3m,21m,female,,,,Krt13,-13.426837921142578,0.0002623251057229936,2.381993446931574e-08,0.001933750812895596,1.3814581736121744e-90
11166,16,droplet,3m,24m,male,Kidney,,,Gpx3,-13.40906047821045,0.017181411385536194,1.5795346826052992e-06,0.028276778757572174,1.1425769162025351e-93
17176,58,facs,3m,18m,female,Liver,,,H2-Aa,13.38150405883789,3.9667688156441727e-07,0.004233233630657196,0.008036499843001366,1.4304801056354664e-28
17177,59,facs,3m,18m,female,Liver,,,Arhgap25,13.373693466186523,6.5376504210235e-09,6.940183084225282e-05,0.00023442954989150167,1.6542622874707408e-06
11167,17,droplet,3m,24m,male,Kidney,,,Cyp2d26,-13.363924980163574,9.07514404389076e-05,8.607179857733627e-09,0.0002509766782168299,2.8250399370345103e-30
17178,60,facs,3m,18m,female,Liver,,,Lck,13.356919288635254,4.85766982194491e-08,0.0005096480599604547,0.001281798118725419,9.447571183239978e-15
17179,61,facs,3m,18m,female,Large_Intestine,,,Rps4y2,-13.353559494018555,6.060958548914641e-05,5.789545287626652e-09,0.00015519514272455126,5.107320640421355e-57
67009,22,droplet,3m,30m,male,,,,Acan,-13.349759101867676,0.000247092975769192,2.366813767196163e-08,0.0007695002132095397,0.0
114819,1,facs,3m,18m,female,Large_Intestine,Proximal,intestinal crypt stem cell,Rps4y2,-13.349674224853516,7.545472180936486e-05,7.227267229126255e-09,0.00013610694441013038,1.9259796631137181e-13
67010,23,droplet,3m,30m,male,,,,1810065E05Rik,13.338677406311035,2.4206409321436695e-08,0.00025077848113141954,0.0019971346482634544,1.7577347970672302e-184
94191,11,facs,3m,24m,male,SCAT,Fat,epithelial cell,Acta1,13.326435089111328,6.444087574664081e-08,0.0006619496853090823,0.000961235782597214,3.854464316014752e-06
62282,12,droplet,3m,18m,male,,,,Ins1,13.319388389587402,4.856862005908624e-07,0.004964688792824745,0.027399735525250435,4.645682840138788e-159
17180,62,facs,3m,18m,female,Liver,,,Cyp4f18,13.304532051086426,1.9252546223924583e-08,0.00019479330512695014,0.0005891283508390188,4.2801131668656814e-09
17181,63,facs,3m,18m,female,Liver,,,Myo1g,13.295401573181152,8.112296612239334e-09,8.156655530910939e-05,0.00026582603459246457,2.816224415112118e-07
53048,15,droplet,24m,30m,male,Kidney,,,Gpx3,13.295337677001953,1.5795346826052992e-06,0.015879061073064804,0.019498255103826523,0.0
11168,18,droplet,3m,24m,male,Kidney,,,Slc34a1,-13.2860746383667,0.0024460554122924805,2.4488241479048156e-07,0.0034011672250926495,1.3303405435710727e-132
121224,12,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Akap12,-13.285049438476562,0.0008065856527537107,8.080656499487304e-08,0.0007774969562888145,1.6993661817469358e-24
53049,16,droplet,24m,30m,male,Kidney,,,Dleu7,13.28112506866455,3.3173523927843007e-09,3.303236371721141e-05,8.398519275942817e-05,1.5796611523436282e-102
98733,14,facs,3m,24m,male,Liver,Hepatocytes,,Timd4,13.266735076904297,1.7461289303355443e-08,0.00017210219812113792,0.00041362864430993795,1.0437474921901822e-06
67011,24,droplet,3m,30m,male,,,,Gm94,-13.230440139770508,0.00016236618102993816,1.6893144660912185e-08,0.0005582004087045789,0.0
89013,13,facs,3m,24m,male,Brain_Non-Myeloid,Cortex,brain pericyte,Olfml2a,-13.226030349731445,0.0004391836700960994,4.583581869610498e-08,0.0004131963069085032,1.007301520736537e-08
45692,1,droplet,3m,30m,male,Liver,,,H2-Eb1,13.223657608032227,5.395664288698754e-07,0.0051613496616482735,0.0038882694207131863,0.0
53050,17,droplet,24m,30m,male,Kidney,,,Sod3,13.222417831420898,1.989503672916726e-08,0.00019015638099517673,0.0002737723116297275,0.0
67012,25,droplet,3m,30m,male,,,,Tmprss11a,-13.214334487915039,3.111678233835846e-05,3.273037174622573e-09,0.00010442818165756762,7.184526816971755e-137
11169,19,droplet,3m,24m,male,Kidney,,,Mecom,-13.205138206481934,5.947092722635716e-05,6.29640917182428e-09,0.0001418251049472019,3.704999043407904e-40
53051,18,droplet,24m,30m,male,Kidney,,,Hsd11b2,13.175104141235352,3.043436436200864e-08,0.00028150106663815677,0.001303674653172493,3.720961595660532e-54
11170,20,droplet,3m,24m,male,Kidney,,,S100g,-13.17212963104248,0.0039075277745723724,4.233453978486068e-07,0.017585119232535362,1.6368485157495064e-09
36966,13,facs,18m,24m,male,Aorta,,,6330406I15Rik,-13.17124080657959,0.00013999252405483276,1.5175309897585976e-08,0.0002412133471807465,6.505229365722198e-08
69672,16,droplet,24m,30m,male,,,,Gm94,-13.165921211242676,0.0001552649773657322,1.6893144660912185e-08,0.0006111312541179359,0.0
96069,14,facs,3m,24m,male,BAT,Fat,myeloid cell,Car6,13.165288925170898,3.665070025249406e-08,0.00033669837284833193,0.0008942940621636808,1.7232921767565114e-08
101692,15,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Exoc3,-13.161014556884766,0.00010180020035477355,1.1113461262368673e-08,0.00015368298045359552,5.567368034017477e-31
28789,4,facs,3m,24m,male,BAT,,,Sprr1a,13.146492004394531,3.4911415980332094e-08,0.0003165688831359148,0.0011171767255291343,3.094511787530173e-11
53052,19,droplet,24m,30m,male,Kidney,,,Cyp2d26,13.145167350769043,8.607179857733627e-09,7.798318983986974e-05,0.0002012143231695518,8.853022362777098e-160
69673,17,droplet,24m,30m,male,,,,Cnfn,-13.143123626708984,0.00020298516028560698,2.2437301794298037e-08,0.0013218099484220147,2.9168318078362653e-185
110541,5,facs,18m,24m,male,Diaphragm,Limb_Muscle,T cell,Elane,-13.124269485473633,0.0031548491679131985,3.533283177148405e-07,0.002089970512315631,2.3981958550360795e-07
17182,64,facs,3m,18m,female,Liver,,,Sash3,13.123210906982422,2.1869977828714582e-08,0.00019514092127792537,0.0005454160855151713,3.000104578216276e-11
17183,65,facs,3m,18m,female,Liver,,,Ptprc,13.120407104492188,3.6320383145493906e-08,0.0003234434116166085,0.0005251113325357437,2.7951433705271955e-40
62283,13,droplet,3m,18m,male,,,,3110079O15Rik,-13.120269775390625,0.0006273901090025902,7.045905192626378e-08,0.0018081284360960126,0.0
45693,2,droplet,3m,30m,male,Liver,,,Slco1a1,-13.106789588928223,0.00039608567021787167,4.489960758746747e-08,0.000391041801776737,1.1375065847707624e-98
11171,21,droplet,3m,24m,male,Kidney,,,BC024386,-13.105672836303711,4.346128844190389e-05,4.929624264349286e-09,0.00011862309474963695,4.859795185186242e-29
17184,66,facs,3m,18m,female,Liver,,,Gng2,13.093827247619629,5.886231502216788e-09,5.146903276909143e-05,0.00013152458996046335,1.1825883049134224e-13
67013,26,droplet,3m,30m,male,,,,Pnlip,13.088766098022461,1.1933632038108044e-07,0.0010396505240350962,0.005417391192167997,0.0
17185,67,facs,3m,18m,female,Liver,,,Lsp1,13.073369979858398,1.1388885923224734e-07,0.0009816611418500543,0.0014518102398142219,2.360165858248296e-49
53053,20,droplet,24m,30m,male,Kidney,,,Mal,13.070176124572754,2.2632994145510565e-08,0.00019465979130472988,0.000453463988378644,6.847283803634838e-219
53054,21,droplet,24m,30m,male,Kidney,,,Slc22a8,13.06164836883545,3.158558214977347e-08,0.0002700539189390838,0.00043023377656936646,0.0
53055,22,droplet,24m,30m,male,Kidney,,,Slc34a1,13.054811477661133,2.4488241479048156e-07,0.0020837674383074045,0.002378534758463502,0.0
17186,68,facs,3m,18m,female,Liver,,,Cd74,13.048912048339844,9.219497201229387e-07,0.00781306903809309,0.013970042578876019,1.1747393548552772e-32
101693,16,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Sf3b3,-13.023574829101562,3.372138962731697e-05,4.048662738398434e-09,9.410324128111824e-05,2.5910250445745154e-06
110548,2,facs,3m,18m,male,Diaphragm,Limb_Muscle,macrophage,Rfc2,13.020965576171875,4.9845702676520887e-08,0.0004143217229284346,0.00037605196121148765,9.732154949793837e-07
11172,22,droplet,3m,24m,male,Kidney,,,Hsd11b2,-13.009848594665527,0.00025103436200879514,3.043436436200864e-08,0.0013224422000348568,5.386380115398648e-06
64107,8,droplet,3m,21m,female,,,,Resp18,12.993123054504395,8.17323009272286e-09,6.664487591478974e-05,0.0005477626691572368,2.2416758799384e-99
11173,23,droplet,3m,24m,male,Kidney,,,Beta-s,12.974984169006348,5.905884790990967e-06,0.047549329698085785,0.1698731780052185,7.871017405163187e-94
119456,17,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Commd5,-12.973742485046387,2.9489352527889423e-05,3.664892389565466e-09,7.0081528974697e-05,1.677588786114677e-07
17187,69,facs,3m,18m,female,Liver,,,Ms4a6b,12.965219497680664,2.638111418207245e-08,0.00021097435092087835,0.000557125429622829,4.993673842692197e-13
17188,70,facs,3m,18m,female,Liver,,,Cst7,12.963231086730957,1.190848575305381e-08,9.5107447123155e-05,0.0002932991774287075,1.4826987150845208e-08
64108,9,droplet,3m,21m,female,,,,Cela3b,12.944202423095703,1.6238585587302623e-08,0.0001279876596527174,0.0017768662655726075,2.0143969250067092e-36
11174,24,droplet,3m,24m,male,Kidney,,,Meis2,-12.934077262878418,8.087565220193937e-05,1.0333094380143848e-08,0.00022308737970888615,2.8031230836171904e-30
64483,5,droplet,3m,24m,male,,,,Col9a1,-12.932977676391602,0.00010149979061679915,1.2978291330512093e-08,0.00037623237585648894,2.7647945260603245e-296
101694,18,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Atg4c,-12.929088592529297,6.31595030426979e-05,8.097325476796868e-09,0.00010322660091333091,2.25760992066934e-25
101695,19,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Eif3b,-12.927616119384766,0.00014525896403938532,1.864315635202729e-08,0.00018231656576972455,1.2732793990565542e-46
11175,25,droplet,3m,24m,male,Kidney,,,Vldlr,-12.924890518188477,5.5319134844467044e-05,7.112700650679926e-09,0.00011566185276024044,1.0409242621928114e-51
119457,20,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Ccdc127,-12.922852516174316,2.8467276933952235e-05,3.664892389565466e-09,7.264847226906568e-05,4.484719092876643e-06
45694,3,droplet,3m,30m,male,Liver,,,H2-Aa,12.92127799987793,8.28788813578285e-07,0.006428898312151432,0.004710240289568901,0.0
11176,26,droplet,3m,24m,male,Kidney,,,Sod3,-12.921082496643066,0.00015431211795657873,1.989503672916726e-08,0.0002499156689736992,6.350404418443291e-95
53056,23,droplet,24m,30m,male,Kidney,,,Ghr,12.914273262023926,2.970144841185629e-08,0.0002292852004757151,0.00034110984415747225,0.0
11177,27,droplet,3m,24m,male,Kidney,,,Baiap2l2,-12.909053802490234,7.155836647143587e-05,9.302534742516855e-09,0.00016977587074507028,2.2369994798707786e-41
11178,28,droplet,3m,24m,male,Kidney,,,Efhd1,-12.90819263458252,0.00011324168008286506,1.4730710873323005e-08,0.0002451864129398018,1.5467776806692643e-51
17189,71,facs,3m,18m,female,Liver,,,AF251705,12.895976066589355,1.7673118080097083e-08,0.0001347141806036234,0.000367137196008116,5.5650226596491095e-12
66677,0,droplet,18m,21m,female,,,,Oas1f,12.89425277709961,1.90558324675294e-09,1.4514854228764307e-05,5.9593185142148286e-05,3.926401412549611e-38
67014,27,droplet,3m,30m,male,,,,Aqp12,12.89210319519043,1.3122313236024752e-09,9.982764822780155e-06,6.810546619817615e-05,1.7200109695166528e-16
28790,5,facs,3m,24m,male,BAT,,,Prss22,12.886773109436035,1.0619031876046847e-08,8.04323935881257e-05,0.0003434591635596007,1.7343583737901165e-06
64484,6,droplet,3m,24m,male,,,,Kel,12.886669158935547,2.6400983621499563e-09,2.0001314624096267e-05,9.748075535753742e-05,7.199979009207556e-66
11179,29,droplet,3m,24m,male,Kidney,,,Ces2e,-12.857563018798828,2.949954432551749e-05,3.973688489367078e-09,0.00012001957657048479,3.502509237952205e-11
17190,72,facs,3m,18m,female,Liver,,,Cd37,12.856030464172363,7.372867116828274e-08,0.0005466294824145734,0.0009643521043471992,1.279138989733097e-33
45695,4,droplet,3m,30m,male,Liver,,,Cyp4a14,-12.84731674194336,0.00019709575281012803,2.6744423564650788e-08,0.0003853835805784911,1.469884786741989e-22
17191,73,facs,3m,18m,female,Liver,,,Bcl2a1b,12.817882537841797,9.29698185103689e-09,6.713605398545042e-05,0.00018120260210707784,4.298710775590474e-12
36967,14,facs,18m,24m,male,BAT,,,Krt5,12.814263343811035,2.5390926694512927e-08,0.00018288299906998873,0.0007853546994738281,1.968401534043559e-06
98734,17,facs,3m,24m,male,Liver,Hepatocytes,,Folr2,12.81425952911377,2.7322277773578207e-08,0.00019679278193507344,0.0004510768922045827,9.954746498553619e-08
121225,21,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Sepp1,-12.799834251403809,0.0005762169603258371,8.080656499487304e-08,0.0008979129488579929,3.4408416124441914e-07
17192,74,facs,3m,18m,female,Liver,,,Rhoh,12.799103736877441,2.6678032227778203e-08,0.0001901447249110788,0.0005492190830409527,2.6227249957038166e-10
11180,30,droplet,3m,24m,male,Kidney,,,Igj,12.7974214553833,3.3109250807683566e-07,0.002356993965804577,0.016411101445555687,3.8772968386551963e-22
17193,75,facs,3m,18m,female,Liver,,,Clec4a3,12.786442756652832,1.0136873562771598e-08,7.162251858972013e-05,0.00023612772929482162,5.2286187207202e-07
17194,76,facs,3m,18m,female,Liver,,,Vav1,12.786232948303223,1.2240468194590903e-08,8.64715184434317e-05,0.00029059400549158454,1.2073446267454235e-06
96070,22,facs,3m,24m,male,BAT,Fat,myeloid cell,Scgb1a1,12.782392501831055,2.9447317473341172e-08,0.00020746461814269423,0.000472331972559914,8.240441930063464e-13
64109,10,droplet,3m,21m,female,,,,Chga,12.779963493347168,4.400881437049975e-08,0.0003095292777288705,0.0021255556493997574,3.7231098179914766e-160
17195,77,facs,3m,18m,female,Liver,,,Cd53,12.776985168457031,7.807808799498162e-08,0.0005480124382302165,0.0008410805021412671,1.511658433950218e-45
53057,24,droplet,24m,30m,male,Kidney,,,Tmem30b,12.776689529418945,3.0395892469670116e-09,2.133656198566314e-05,9.004595631267875e-05,2.2687017417637167e-37
119368,23,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Dtd1,-12.759089469909668,0.0002861183893401176,4.127305430756678e-08,2.503326686564833e-05,3.918270462434052e-81
67015,28,droplet,3m,30m,male,,,,Krt15,-12.732786178588867,0.0013332134112715721,1.95860536678083e-07,0.0033766981214284897,0.0
45696,5,droplet,3m,30m,male,Liver,,,Tyrobp,12.728663444519043,3.92757556255674e-07,0.0026658461429178715,0.0015335718635469675,0.0
11181,31,droplet,3m,24m,male,Kidney,,,Tek,-12.727263450622559,7.232780626509339e-05,1.0665385907770997e-08,0.0002085854357574135,2.6800053550975282e-27
101696,24,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,4930402H24Rik,-12.720988273620605,0.00012587565288413316,1.864315635202729e-08,0.00016991651500575244,9.406566776599558e-40
69674,18,droplet,24m,30m,male,,,,Miox,12.716391563415527,3.12205941099819e-08,0.00021012149227317423,0.0009753445046953857,0.0
11182,32,droplet,3m,24m,male,Kidney,,,S100a8,12.70332145690918,1.9121760033158353e-06,0.012752901762723923,0.050273213535547256,1.94491954617709e-76
11183,33,droplet,3m,24m,male,Kidney,,,Dleu7,-12.693331718444824,2.1978403310640715e-05,3.3173523927843007e-09,7.011835987213999e-05,2.9405614123141094e-17
17196,78,facs,3m,18m,female,Liver,,,Cd48,12.691332817077637,3.258924152760301e-08,0.0002155556285288185,0.00046209132415242493,1.4066644933078738e-21
